make,model,variant,year,mileage_km,inspection_score,engine_cc,fuel_type,transmission,body_type,city,ownership_count,service_history,accident_history,price,synthetic_data_only
Toyota,Corolla,Altis,2018,131118,9.3,1800,Petrol,Automatic,Sedan,Faisalabad,1,partial,none,4459786,True
Suzuki,Swift,DLX,2012,243395,9.2,1200,Hybrid,Automatic,Hatchback,Faisalabad,1,full,none,2038067,True
Hyundai,Tucson,FWD,2021,129243,10.0,2000,Petrol,Automatic,SUV,Lahore,3,partial,none,5686860,True
Hyundai,Elantra,GLS,2016,184900,9.5,2000,Hybrid,Manual,Sedan,Faisalabad,2,unknown,none,3384973,True
Toyota,Yaris,GLI CVT,2019,143507,7.3,1500,Diesel,Automatic,Sedan,Faisalabad,2,full,none,3611171,True
Honda,Civic,RS,2015,198595,7.0,1800,Petrol,Automatic,Sedan,Karachi,1,partial,none,2250877,True
Honda,Civic,VTi,2024,43529,10.0,1800,Petrol,Automatic,Sedan,Faisalabad,2,full,none,6119089,True
Honda,Civic,RS,2025,20823,7.6,1800,Petrol,Manual,Sedan,Faisalabad,1,full,none,6423460,True
Suzuki,Alto,VXR,2025,6676,6.5,660,Hybrid,Manual,Hatchback,Karachi,1,partial,none,5663676,True
Toyota,Corolla,Altis,2017,172397,9.4,1800,Petrol,Manual,Sedan,Faisalabad,1,full,major,2558410,True
Kia,Sportage,FWD,2024,16823,6.9,2000,Diesel,Automatic,SUV,Faisalabad,2,full,minor,6443966,True
Kia,Picanto,MT,2020,100027,7.4,1000,Petrol,Automatic,Hatchback,Faisalabad,1,full,none,4373486,True
Kia,Picanto,MT,2014,222660,7.4,1000,Hybrid,Automatic,Hatchback,Lahore,1,full,major,1288328,True
Hyundai,Elantra,Ultimate,2014,200432,7.3,2000,Petrol,Automatic,Sedan,Karachi,2,full,none,2557286,True
Honda,Civic,Oriel,2022,51470,5.6,1800,Petrol,Automatic,Sedan,Faisalabad,1,unknown,minor,4856329,True
Suzuki,Swift,DLX,2014,211964,9.1,1200,Petrol,Manual,Hatchback,Lahore,1,partial,none,2255327,True
Suzuki,Alto,VXL AGS,2018,129156,7.3,660,Petrol,Automatic,Hatchback,Lahore,1,full,none,3009561,True
Honda,City,1.5 Aspire,2024,26711,9.5,1500,Petrol,Automatic,Sedan,Lahore,1,partial,none,6499833,True
Toyota,Corolla,XLi,2019,126011,7.7,1800,Petrol,Automatic,Sedan,Faisalabad,1,unknown,none,4392220,True
Kia,Sportage,Alpha,2013,207574,6.7,2000,Petrol,Automatic,SUV,Karachi,1,full,none,2499135,True
Suzuki,Alto,VXR,2022,44117,6.3,660,Petrol,Automatic,Hatchback,Lahore,3,full,minor,3972758,True
Toyota,Yaris,GLI CVT,2022,52314,7.8,1500,Petrol,Automatic,Sedan,Islamabad,1,full,major,4873471,True
Hyundai,Tucson,FWD,2021,92322,8.0,2000,Hybrid,Automatic,SUV,Rawalpindi,2,partial,major,5284650,True
Kia,Sportage,FWD,2012,249374,6.6,2000,Petrol,Manual,SUV,Lahore,1,full,none,2529223,True
Suzuki,Swift,DLX,2015,172288,10.0,1200,Petrol,Automatic,Hatchback,Karachi,1,full,major,2192098,True
Honda,Civic,Oriel,2013,227448,8.0,1800,Hybrid,Automatic,Sedan,Islamabad,1,full,none,2860469,True
Toyota,Corolla,XLi,2019,149863,8.6,1800,Petrol,Manual,Sedan,Karachi,2,full,none,4380252,True
Toyota,Corolla,GLi,2016,168678,7.7,1800,Petrol,Automatic,Sedan,Karachi,1,full,major,2502062,True
Hyundai,Elantra,GLS,2013,244641,7.9,2000,Petrol,Automatic,Sedan,Faisalabad,2,full,none,2382506,True
Kia,Picanto,AT,2024,28064,7.6,1000,Petrol,Automatic,Hatchback,Lahore,3,full,minor,4993420,True
Honda,City,1.5 Aspire,2012,239618,9.1,1500,Petrol,Automatic,Sedan,Rawalpindi,2,partial,minor,1421785,True
Hyundai,Tucson,FWD,2018,91375,8.7,2000,Hybrid,Automatic,SUV,Lahore,3,full,minor,5218574,True
Honda,Civic,RS,2025,24107,8.6,1800,Petrol,Automatic,Sedan,Karachi,4,partial,none,6147172,True
Toyota,Yaris,ATIV X,2021,136463,8.1,1500,Petrol,Automatic,Sedan,Karachi,4,full,none,3933970,True
Kia,Sportage,AWD,2021,63386,7.4,2000,Petrol,Automatic,SUV,Faisalabad,1,full,none,5967619,True
Suzuki,Alto,VXL AGS,2023,50868,7.6,660,Petrol,Automatic,Hatchback,Faisalabad,2,full,major,4011283,True
Suzuki,Swift,DLX,2022,86350,8.4,1200,Petrol,Automatic,Hatchback,Karachi,2,full,none,5097287,True
Hyundai,Tucson,FWD,2020,96836,8.0,2000,Petrol,Automatic,SUV,Islamabad,1,full,none,5259410,True
Hyundai,Tucson,AWD,2018,109725,7.2,2000,Petrol,Automatic,SUV,Rawalpindi,2,full,minor,4493875,True
Toyota,Yaris,GLI CVT,2018,134251,6.7,1500,Hybrid,Automatic,Sedan,Islamabad,3,partial,minor,3167540,True
Hyundai,Tucson,AWD,2022,67154,7.9,2000,Petrol,Manual,SUV,Faisalabad,1,partial,minor,5742849,True
Hyundai,Tucson,FWD,2014,235980,6.5,2000,Petrol,Automatic,SUV,Lahore,2,partial,minor,2161486,True
Honda,Civic,RS,2021,105045,7.4,1800,Petrol,Manual,Sedan,Islamabad,1,partial,minor,4288892,True
Hyundai,Elantra,GLS,2018,182982,8.6,2000,Petrol,Manual,Sedan,Faisalabad,2,full,none,2984795,True
Kia,Sportage,AWD,2023,40680,8.5,2000,Diesel,Automatic,SUV,Islamabad,4,unknown,none,6459841,True
Suzuki,Swift,DLX,2012,270814,8.4,1200,Petrol,Automatic,Hatchback,Faisalabad,3,full,minor,450000,True
Kia,Picanto,MT,2012,262697,10.0,1000,Petrol,Manual,Hatchback,Karachi,1,full,none,1796473,True
Suzuki,Alto,VX,2015,206264,7.6,660,Hybrid,Automatic,Hatchback,Rawalpindi,2,unknown,none,1396419,True
Hyundai,Tucson,FWD,2012,265699,7.6,2000,Hybrid,Automatic,SUV,Karachi,1,partial,none,2140393,True
Kia,Sportage,AWD,2021,105875,6.3,2000,Petrol,Automatic,SUV,Rawalpindi,1,full,none,5190963,True
Kia,Picanto,AT,2014,248474,6.0,1000,Petrol,Automatic,Hatchback,Rawalpindi,1,unknown,minor,450000,True
Kia,Picanto,AT,2016,195268,8.2,1000,Petrol,Automatic,Hatchback,Islamabad,2,full,none,1959810,True
Suzuki,Swift,DLX,2020,139254,10.0,1200,Hybrid,Automatic,Hatchback,Rawalpindi,4,full,major,4237451,True
Suzuki,Swift,DLX,2021,92568,7.3,1200,Diesel,Manual,Hatchback,Karachi,2,unknown,none,4207763,True
Suzuki,Swift,DLX,2020,115250,9.4,1200,Petrol,Manual,Hatchback,Karachi,1,full,none,4062626,True
Hyundai,Elantra,Ultimate,2025,34460,6.8,2000,Petrol,Automatic,Sedan,Rawalpindi,2,full,none,5825737,True
Honda,City,1.2LS,2017,151613,10.0,1500,Petrol,Manual,Sedan,Lahore,2,partial,none,3862746,True
Kia,Sportage,AWD,2012,243989,6.6,2000,Petrol,Automatic,SUV,Karachi,2,full,none,2392141,True
Kia,Picanto,AT,2012,221917,7.4,1000,Petrol,Automatic,Hatchback,Rawalpindi,1,full,none,1300890,True
Kia,Picanto,AT,2014,264350,6.1,1000,Diesel,Manual,Hatchback,Faisalabad,1,partial,minor,450000,True
Hyundai,Elantra,GLS,2018,178292,8.6,2000,Petrol,Automatic,Sedan,Rawalpindi,1,full,none,3894644,True
Kia,Sportage,Alpha,2017,149667,8.1,2000,Diesel,Automatic,SUV,Lahore,2,unknown,major,3631426,True
